Sigla,Codigo,Municipio,Numero de suicidios,Numero de suicidios do sexo feminino,Numero de suicidios de jovens de 15 a 29 anos,Numero de suicidios do sexo masculino,Taxa de suicidios(100.000 Habitantes),Taxa de suicidios do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens de 15 a 29 anos do sexo feminino(100.000 Habitantes) ,Taxa de suicidios de jovens(100.000 Habitantes),Taxa de suicidios do sexo masculino(100.000 Habitantes),Taxa de suicidios de jovens de 15 a 29 anos do sexo masculino(100.000 Habitantes),ano,IDHM (2000),IDHM (2010),IDHM Renda (2010),IDHM Longevidade (2010),IDHM Educacao (2010)
BA,2909307,Correntina,,,,,,,,,,,2001,442,603,575,792,481
BA,2909406,Cotegipe,,,,,,,,,,,2001,405,590,545,746,504
BA,2909505,Cravolândia,,,,,,,,,,,2001,442,599,559,765,503
BA,2909604,Crisópolis,2,,,2,10.39,,,,20.21,,2001,366,543,542,765,387
BA,2909703,Cristópolis,,,,,,,,,,,2001,427,614,546,766,553
BA,2909802,Cruz das Almas,1,,,1,1.85,,,,3.90,,2001,574,699,659,796,650
BA,2909901,Curaçá,,,,,,,,,,,2001,424,581,544,778,463
BA,2910008,Dário Meira,,,,,,,,,,,2001,348,540,522,771,392
BA,2910057,Dias d'Ávila,,,,,,,,,,,2001,540,676,651,811,584
BA,2910107,Dom Basílio,,,,,,,,,,,2001,434,591,547,783,482
BA,2910206,Dom Macedo Costa,,,,,,,,,,,2001,469,632,598,795,531
BA,2910305,Elísio Medrado,1,,,1,12.73,,,,25.50,,2001,472,623,590,777,527
BA,2910404,Encruzilhada,,,,,,,,,,,2001,359,544,533,754,400
BA,2910503,Entre Rios,,,,,,,,,,,2001,451,615,602,785,492
BA,2900504,Érico Cardoso,1,,1,1,8.12,,,30.17,16.25,58.04,2001,379,584,558,758,471
BA,2910602,Esplanada,1,,,1,3.61,,,,7.23,,2001,435,589,589,740,469
BA,2910701,Euclides da Cunha,,,,,,,,,,,2001,408,567,565,749,430
BA,2910727,Eunápolis,2,1,1,1,2.32,2.29,7.34,3.75,2.36,,2001,540,677,687,791,572
BA,2910750,Fátima,,,,,,,,,,,2001,362,559,554,686,459
BA,2910776,Feira da Mata,,,,,,,,,,,2001,442,588,527,763,505
BA,2910800,Feira de Santana,7,1,3,6,1.43,0.39,,1.93,2.56,4.04,2001,585,712,710,820,619
BA,2910859,Filadélfia,,,,,,,,,,,2001,369,565,553,726,450
BA,2910909,Firmino Alves,,,,,,,,,,,2001,472,578,596,699,464
BA,2911006,Floresta Azul,1,1,,,8.83,18.21,,,,,2001,454,557,548,731,431
BA,2911105,Formosa do Rio Preto,1,1,1,,5.37,11.06,37.17,17.78,,,2001,449,618,576,763,536
BA,2911204,Gandu,2,,2,2,7.34,,,23.99,14.77,48.29,2001,484,632,645,771,508
BA,2911253,Gavião,,,,,,,,,,,2001,422,599,566,747,508
BA,2911303,Gentio do Ouro,,,,,,,,,,,2001,414,559,523,743,450
BA,2911402,Glória,,,,,,,,,,,2001,421,593,563,775,479
BA,2911501,Gongogi,,,,,,,,,,,2001,389,576,543,773,456
BA,2903300,Governador Lomanto Júnior,,,,,,,,,,,2001,,,,,
BA,2911600,Governador Mangabeira,,,,,,,,,,,2001,514,643,594,754,594
BA,2911659,Guajeru,,,,,,,,,,,2001,333,569,548,770,437
BA,2911709,Guanambi,2,,1,2,2.76,,,4.63,5.63,9.61,2001,548,673,663,789,584
BA,2911808,Guaratinga,,,,,,,,,,,2001,356,558,559,766,406
BA,2911857,Heliópolis,,,,,,,,,,,2001,370,563,547,748,437
BA,2911907,Iaçu,,,,,,,,,,,2001,396,574,588,697,461
BA,2912004,Ibiassucê,,,,,,,,,,,2001,437,611,608,789,476
BA,2912103,Ibicaraí,,,,,,,,,,,2001,449,625,609,764,524
BA,2912202,Ibicoara,,,,,,,,,,,2001,393,591,583,731,484
BA,2912301,Ibicuí,,,,,,,,,,,2001,424,584,586,780,435
BA,2912400,Ibipeba,,,,,,,,,,,2001,455,616,577,744,545
BA,2912509,Ibipitanga,,,,,,,,,,,2001,389,584,553,757,475
BA,2912608,Ibiquera,,,,,,,,,,,2001,368,511,517,771,335
BA,2912707,Ibirapitanga,1,,1,1,4.63,,,17.27,9.04,32.84,2001,391,558,561,748,415
BA,2912806,Ibirapuã,,,,,,,,,,,2001,488,614,641,774,467
BA,2912905,Ibirataia,,,,,,,,,,,2001,422,576,571,789,424
BA,2913002,Ibitiara,,,,,,,,,,,2001,424,585,550,744,490
BA,2913101,Ibititá,1,,,1,5.57,,,,10.86,,2001,435,602,554,747,527
BA,2913200,Ibotirama,1,1,,,4.13,8.42,,,,,2001,500,636,601,780,548
BA,2913309,Ichu,1,,1,1,19.14,,,66.67,38.49,136.80,2001,516,631,580,771,562
BA,2913408,Igaporã,,,,,,,,,,,2001,468,614,586,766,516
BA,2913457,Igrapiúna,,,,,,,,,,,2001,342,574,565,789,424
BA,2913507,Iguaí,,,,,,,,,,,2001,411,552,559,786,382
BA,2913606,Ilhéus,7,2,2,5,3.16,1.79,2.94,2.98,4.54,3.02,2001,521,690,688,808,590
BA,2913705,Inhambupe,2,,1,2,6.66,,,11.95,13.30,23.11,2001,381,565,556,757,429
BA,2913804,Ipecaetá,,,,,,,,,,,2001,363,550,506,776,424
BA,2913903,Ipiaú,,,,,,,,,,,2001,498,670,687,796,551
BA,2914000,Ipirá,,,,,,,,,,,2001,382,549,568,748,390
BA,2914109,Ipupiara,,,,,,,,,,,2001,464,590,558,736,499
BA,2914208,Irajuba,,,,,,,,,,,2001,378,576,544,776,453
BA,2914307,Iramaia,,,,,,,,,,,2001,393,571,543,740,463
BA,2914406,Iraquara,,,,,,,,,,,2001,422,599,548,749,523
BA,2914505,Irará,,,,,,,,,,,2001,461,620,587,809,501
BA,2914604,Irecê,5,1,2,4,8.60,3.38,10.48,10.78,14.01,11.10,2001,542,691,661,776,643
BA,2914653,Itabela,2,,1,2,7.63,,,13.21,14.86,25.67,2001,445,599,614,751,465
BA,2914703,Itaberaba,1,1,,,1.68,3.28,,,,,2001,472,620,638,769,485
BA,2914802,Itabuna,8,3,3,5,4.04,2.92,3.21,5.01,5.27,6.95,2001,581,712,695,807,643
BA,2914901,Itacaré,,,,,,,,,,,2001,384,583,594,807,413
BA,2915007,Itaeté,,,,,,,,,,,2001,373,572,536,719,485
BA,2915106,Itagi,1,,,1,6.84,,,,13.38,,2001,397,543,543,694,426
BA,2915205,Itagibá,,,,,,,,,,,2001,421,589,566,770,469
BA,2915304,Itagimirim,,,,,,,,,,,2001,493,634,602,821,516
BA,2915353,Itaguaçu da Bahia,,,,,,,,,,,2001,378,562,550,740,435
BA,2915403,Itaju do Colônia,,,,,,,,,,,2001,431,592,570,724,502
BA,2915502,Itajuípe,2,,1,2,9.00,,,15.86,17.78,31.06,2001,451,599,609,759,466
BA,2915601,Itamaraju,1,1,,,1.56,3.15,,,,,2001,462,627,641,767,502
BA,2915700,Itamari,,,,,,,,,,,2001,428,578,595,713,454
BA,2915809,Itambé,,,,,,,,,,,2001,390,578,589,750,436
BA,2915908,Itanagra,,,,,,,,,,,2001,399,584,577,796,433
BA,2916005,Itanhém,,,,,,,,,,,2001,496,637,624,790,525
BA,2916104,Itaparica,,,,,,,,,,,2001,522,670,657,826,553
BA,2916203,Itapé,,,,,,,,,,,2001,448,599,574,761,491
BA,2916302,Itapebi,,,,,,,,,,,2001,394,572,568,718,458
BA,2916401,Itapetinga,3,,1,3,5.14,,,5.68,10.44,11.36,2001,529,667,667,790,562
BA,2916500,Itapicuru,,,,,,,,,,,2001,311,486,505,711,319
BA,2916609,Itapitanga,1,,,1,9.65,,,,18.88,,2001,409,571,536,764,454
BA,2916708,Itaquara,,,,,,,,,,,2001,393,553,539,763,411
BA,2916807,Itarantim,,,,,,,,,,,2001,443,610,608,766,487
BA,2916856,Itatim,,,,,,,,,,,2001,447,582,550,782,459
BA,2916906,Itiruçu,,,,,,,,,,,2001,464,600,588,762,482
BA,2917003,Itiúba,3,2,,1,8.41,11.37,,,5.53,,2001,385,544,521,775,398
BA,2917102,Itororó,,,,,,,,,,,2001,444,594,598,739,474
BA,2917201,Ituaçu,,,,,,,,,,,2001,420,570,565,770,425
BA,2917300,Ituberá,1,,,1,4.08,,,,8.05,,2001,418,606,601,769,482
BA,2917334,Iuiú,,,,,,,,,,,2001,414,591,553,740,504
BA,2917359,Jaborandi,1,,1,1,9.93,,,33.44,19.16,62.19,2001,374,613,572,791,508
BA,2917409,Jacaraci,,,,,,,,,,,2001,445,593,573,741,490
BA,2917508,Jacobina,4,1,1,3,5.23,2.56,,4.50,8.02,9.05,2001,496,649,636,772,558
BA,2917607,Jaguaquara,1,,,1,2.11,,,,4.25,,2001,439,580,586,747,446
BA,2917706,Jaguarari,,,,,,,,,,,2001,465,659,644,806,551
BA,2917805,Jaguaripe,,,,,,,,,,,2001,407,556,552,763,407
BA,2917904,Jandaíra,,,,,,,,,,,2001,375,550,511,749,435
BA,2918001,Jequié,5,,1,5,3.39,,,2.26,6.94,4.59,2001,504,665,656,790,568
BA,2918100,Jeremoabo,,,,,,,,,,,2001,383,547,561,689,424
BA,2918209,Jiquiriçá,,,,,,,,,,,2001,426,553,558,763,397
BA,2918308,Jitaúna,,,,,,,,,,,2001,401,575,563,704,479
BA,2918357,João Dourado,,,,,,,,,,,2001,431,593,573,709,513
BA,2918407,Juazeiro,4,2,3,2,2.23,2.20,7.01,5.36,2.25,3.64,2001,531,677,657,796,594
BA,2918456,Jucuruçu,1,,,1,8.40,,,,15.86,,2001,354,541,508,751,415
BA,2918506,Jussara,,,,,,,,,,,2001,394,571,544,720,476
BA,2918555,Jussari,,,,,,,,,,,2001,426,567,577,699,451
BA,2918605,Jussiape,,,,,,,,,,,2001,449,602,600,736,493
BA,2918704,Lafaiete Coutinho,,,,,,,,,,,2001,395,599,576,771,483
BA,2918753,Lagoa Real,,,,,,,,,,,2001,360,545,535,764,395
BA,2918803,Laje,1,,1,1,5.07,,,17.32,9.90,33.01,2001,431,586,548,764,480
BA,2918902,Lajedão,,,,,,,,,,,2001,496,632,652,778,497
BA,2919009,Lajedinho,,,,,,,,,,,2001,341,546,522,753,413
BA,2919058,Lajedo do Tabocal,,,,,,,,,,,2001,400,584,545,764,479
BA,2919108,Lamarão,,,,,,,,,,,2001,390,518,501,747,372
BA,2919157,Lapão,,,,,,,,,,,2001,447,596,550,755,510
BA,2919207,Lauro de Freitas,,,,,,,,,,,2001,616,754,781,827,663
BA,2919306,Lençóis,,,,,,,,,,,2001,478,623,613,775,510
BA,2919405,Licínio de Almeida,,,,,,,,,,,2001,488,621,582,775,531
BA,2919504,Livramento de Nossa Senhora,1,,,1,2.60,,,,5.15,,2001,486,611,587,793,491
BA,2919553,Luís Eduardo Magalhães,,,,,,,,,,,2001,547,716,754,826,590
BA,2919603,Macajuba,,,,,,,,,,,2001,374,524,515,780,358
BA,2919702,Macarani,,,,,,,,,,,2001,449,605,607,782,466
BA,2919801,Macaúbas,1,,,1,2.35,,,,4.73,,2001,432,609,557,791,513
BA,2919900,Macururé,,,,,,,,,,,2001,392,604,547,748,539
BA,2919926,Madre de Deus,,,,,,,,,,,2001,565,708,670,794,667
BA,2919959,Maetinga,1,,1,1,7.11,,,22.79,13.91,44.11,2001,311,538,565,751,368
BA,2920007,Maiquinique,,,,,,,,,,,2001,420,576,586,690,472
BA,2920106,Mairi,,,,,,,,,,,2001,384,572,575,744,438
BA,2920205,Malhada,,,,,,,,,,,2001,391,562,532,734,454
BA,2920304,Malhada de Pedras,,,,,,,,,,,2001,379,578,549,747,471
BA,2920403,Manoel Vitorino,,,,,,,,,,,2001,357,566,538,741,456
BA,2920452,Mansidão,,,,,,,,,,,2001,389,599,503,752,568
BA,2920502,Maracás,3,1,1,2,9.33,6.23,,9.78,12.42,19.35,2001,412,607,577,747,519
BA,2920601,Maragogipe,,,,,,,,,,,2001,456,621,582,793,518
BA,2920700,Maraú,,,,,,,,,,,2001,354,593,643,801,404
BA,2920809,Marcionílio Souza,,,,,,,,,,,2001,408,561,518,737,463
BA,2920908,Mascote,,,,,,,,,,,2001,356,581,567,744,464
BA,2921005,Mata de São João,,,,,,,,,,,2001,506,668,648,818,562
BA,2921054,Matina,1,,,1,9.64,,,,18.86,,2001,383,572,538,740,469
BA,2921104,Medeiros Neto,,,,,,,,,,,2001,516,625,626,777,501
BA,2921203,Miguel Calmon,,,,,,,,,,,2001,425,586,571,745,472
BA,2921302,Milagres,1,,,1,8.03,,,,16.26,,2001,476,622,590,789,518
BA,2921401,Mirangaba,,,,,,,,,,,2001,361,542,512,685,454
BA,2921450,Mirante,,,,,,,,,,,2001,286,527,524,722,386
BA,2921500,Monte Santo,,,,,,,,,,,2001,283,506,515,699,359
BA,2921609,Morpará,1,,,1,11.44,,,,22.26,,2001,439,558,536,732,444
BA,2921708,Morro do Chapéu,1,,,1,2.87,,,,5.69,,2001,433,588,554,766,478
BA,2921807,Mortugaba,1,,,1,7.97,,,,16.17,,2001,472,618,598,771,513
BA,2921906,Mucugê,,,,,,,,,,,2001,401,606,589,787,480
BA,2922003,Mucuri,,,,,,,,,,,2001,525,665,679,801,541
BA,2922052,Mulungu do Morro,1,,,1,6.54,,,,13.12,,2001,362,566,517,753,466
BA,2922102,Mundo Novo,1,,1,1,4.98,,,18.58,9.88,35.40,2001,416,590,606,791,429
BA,2922201,Muniz Ferreira,,,,,,,,,,,2001,483,617,581,761,531
BA,2922250,Muquém de São Francisco,,,,,,,,,,,2001,372,549,488,761,445
BA,2922300,Muritiba,2,1,1,1,6.37,6.10,20.50,10.27,6.66,,2001,529,660,629,796,573
BA,2922409,Mutuípe,,,,,,,,,,,2001,458,601,618,751,467
BA,2922508,Nazaré,3,,1,3,11.35,,,12.26,23.49,25.08,2001,513,641,637,777,532
BA,2922607,Nilo Peçanha,,,,,,,,,,,2001,384,547,531,762,404
BA,2922656,Nordestina,,,,,,,,,,,2001,346,560,507,743,467
BA,2922706,Nova Canaã,1,,,1,6.43,,,,12.41,,2001,392,545,554,789,370
BA,2922730,Nova Fátima,,,,,,,,,,,2001,462,597,575,738,501
BA,2922755,Nova Ibiá,,,,,,,,,,,2001,395,570,620,714,419
BA,2922805,Nova Itarana,,,,,,,,,,,2001,351,524,508,729,389
BA,2922854,Nova Redenção,,,,,,,,,,,2001,378,567,534,723,471
BA,2922904,Nova Soure,,,,,,,,,,,2001,405,555,548,712,439
BA,2923001,Nova Viçosa,,,,,,,,,,,2001,455,654,657,780,546
BA,2923035,Novo Horizonte,,,,,,,,,,,2001,429,597,558,757,503
BA,2923050,Novo Triunfo,,,,,,,,,,,2001,422,554,513,769,430
BA,2923100,Olindina,1,1,,,4.14,8.28,,,,,2001,423,559,534,810,403
BA,2923209,Oliveira dos Brejinhos,,,,,,,,,,,2001,393,554,533,747,427
BA,2999939,Olivença,,,,,,,,,,,2001,,,,,
BA,2923308,Ouriçangas,,,,,,,,,,,2001,391,607,572,779,503
BA,2923357,Ourolândia,,,,,,,,,,,2001,352,560,547,701,459
BA,2923407,Palmas de Monte Alto,,,,,,,,,,,2001,415,586,561,777,462
BA,2923506,Palmeiras,,,,,,,,,,,2001,511,643,608,782,560
BA,2923605,Paramirim,,,,,,,,,,,2001,499,615,604,776,496
BA,2923704,Paratinga,,,,,,,,,,,2001,371,590,519,774,510
BA,2923803,Paripiranga,,,,,,,,,,,2001,405,577,567,717,472
BA,2923902,Pau Brasil,,,,,,,,,,,2001,401,583,580,727,470
BA,2924009,Paulo Afonso,1,,,1,1.02,,,,2.12,,2001,551,674,678,789,572
BA,2924058,Pé de Serra,,,,,,,,,,,2001,410,587,558,779,465
BA,2924108,Pedrão,1,,,1,14.79,,,,29.14,,2001,419,588,534,775,490
BA,2924207,Pedro Alexandre,,,,,,,,,,,2001,319,513,489,778,354
BA,2924306,Piatã,1,,,1,5.25,,,,10.79,,2001,419,571,543,769,447
BA,2924405,Pilão Arcado,,,,,,,,,,,2001,304,506,514,737,343
BA,2924504,Pindaí,,,,,,,,,,,2001,447,603,566,777,498
BA,2924603,Pindobaçu,,,,,,,,,,,2001,406,577,527,757,482
BA,2924652,Pintadas,,,,,,,,,,,2001,438,612,572,765,525
BA,2924678,Piraí do Norte,,,,,,,,,,,2001,334,533,546,762,363
BA,2924702,Piripá,,,,,,,,,,,2001,406,575,547,768,453
BA,2924801,Piritiba,1,,,1,5.44,,,,10.91,,2001,428,578,566,760,449
BA,2924900,Planaltino,,,,,,,,,,,2001,363,572,573,708,462
BA,2925006,Planalto,,,,,,,,,,,2001,392,560,557,738,428
BA,2925105,Poções,,,,,,,,,,,2001,430,604,583,798,474
BA,2925204,Pojuca,,,,,,,,,,,2001,524,666,645,819,559
BA,2925253,Ponto Novo,1,,,1,5.83,,,,11.68,,2001,370,580,539,762,475
BA,2925303,Porto Seguro,3,,2,3,2.91,,,5.85,5.72,11.68,2001,495,676,673,801,572
BA,2925402,Potiraguá,1,,,1,6.64,,,,13.05,,2001,416,625,595,754,545
BA,2925501,Prado,,,,,,,,,,,2001,471,621,616,784,497
BA,2925600,Presidente Dutra,1,,1,1,7.26,,,24.13,14.05,45.45,2001,468,614,572,730,553
BA,2925709,Presidente Jânio Quadros,,,,,,,,,,,2001,322,542,533,772,386
BA,2925758,Presidente Tancredo Neves,,,,,,,,,,,2001,387,559,566,727,424
BA,2925808,Queimadas,1,,,1,4.04,,,,8.05,,2001,434,592,550,764,493
BA,2925907,Quijingue,1,,1,1,3.75,,,14.07,7.19,26.23,2001,343,544,539,689,434
BA,2925931,Quixabeira,,,,,,,,,,,2001,412,578,547,753,469
BA,2925956,Rafael Jambeiro,,,,,,,,,,,2001,353,564,538,768,435
BA,2926004,Remanso,3,1,2,2,8.23,5.51,18.96,18.30,10.92,17.69,2001,432,579,569,757,451
BA,2926103,Retirolândia,,,,,,,,,,,2001,478,636,579,773,574
BA,2926202,Riachão das Neves,,,,,,,,,,,2001,389,578,527,779,471
BA,2926301,Riachão do Jacuípe,1,,,1,3.24,,,,6.54,,2001,480,628,588,755,559
BA,2926400,Riacho de Santana,2,1,1,1,6.97,7.05,25.95,12.59,6.89,,2001,451,615,572,764,532
BA,2926509,Ribeira do Amparo,,,,,,,,,,,2001,330,512,503,694,384
BA,2926608,Ribeira do Pombal,1,,1,1,2.14,,,7.94,4.32,15.91,2001,450,601,599,704,515
BA,2926657,Ribeirão do Largo,,,,,,,,,,,2001,364,540,566,759,366
BA,2926707,Rio de Contas,,,,,,,,,,,2001,494,605,580,767,498
BA,2926806,Rio do Antônio,,,,,,,,,,,2001,385,576,555,740,465
BA,2926905,Rio do Pires,,,,,,,,,,,2001,434,594,568,767,481
BA,2927002,Rio Real,1,,,1,2.95,,,,5.84,,2001,412,572,568,729,452
BA,2927101,Rodelas,,,,,,,,,,,2001,500,632,566,790,564
BA,2927200,Ruy Barbosa,,,,,,,,,,,2001,447,610,583,770,505
BA,2927309,Salinas da Margarida,1,,1,1,9.47,,,30.20,19.23,59.07,2001,466,617,575,729,561
BA,2927408,Salvador,15,3,5,12,0.60,0.23,,0.63,1.03,1.32,2001,654,759,772,835,679
BA,2927507,Santa Bárbara,,,,,,,,,,,2001,417,583,554,775,462
BA,2927606,Santa Brígida,,,,,,,,,,,2001,316,546,533,710,431
BA,2927705,Santa Cruz Cabrália,,,,,,,,,,,2001,486,654,624,784,571
BA,2927804,Santa Cruz da Vitória,,,,,,,,,,,2001,430,610,573,786,504
BA,2927903,Santa Inês,,,,,,,,,,,2001,464,574,571,704,470
BA,2928059,Santa Luzia,,,,,,,,,,,2001,458,598,559,764,500
BA,2928109,Santa Maria da Vitória,1,1,1,,2.43,4.90,17.72,8.57,,,2001,378,556,564,768,396
BA,2928406,Santa Rita de Cássia,,,,,,,,,,,2001,449,614,592,758,516
BA,2928505,Santa Teresinha,,,,,,,,,,,2001,471,608,585,776,496
BA,2928000,Santaluz,,,,,,,,,,,2001,427,592,561,746,496
BA,2928208,Santana,,,,,,,,,,,2001,453,605,564,766,513
BA,2928307,Santanópolis,,,,,,,,,,,2001,414,587,549,804,459
BA,2928604,Santo Amaro,1,,,1,1.70,,,,3.46,,2001,516,646,626,772,559
BA,2928703,Santo Antônio de Jesus,,,,,,,,,,,2001,560,700,677,815,622
BA,2928802,Santo Estêvão,,,,,,,,,,,2001,430,626,611,808,498
BA,2928901,São Desidério,,,,,,,,,,,2001,398,579,584,742,449
BA,2928950,São Domingos,,,,,,,,,,,2001,469,640,601,757,575
BA,2929107,São Felipe,,,,,,,,,,,2001,464,616,565,787,525
BA,2929008,São Félix,,,,,,,,,,,2001,489,639,582,769,583
BA,2929057,São Félix do Coribe,,,,,,,,,,,2001,462,639,601,784,555
BA,2929206,São Francisco do Conde,,,,,,,,,,,2001,518,674,641,812,587
BA,2929255,São Gabriel,1,,1,1,5.42,,,17.86,10.51,33.72,2001,435,592,550,704,537
BA,2929305,São Gonçalo dos Campos,,,,,,,,,,,2001,473,627,636,752,516
BA,2929354,São José da Vitória,,,,,,,,,,,2001,361,546,553,686,429
BA,2929370,São José do Jacuípe,,,,,,,,,,,2001,377,552,555,726,417
BA,2929404,São Miguel das Matas,,,,,,,,,,,2001,435,593,568,783,468
BA,2929503,São Sebastião do Passé,2,1,1,1,4.96,4.95,15.29,7.61,4.98,,2001,508,657,633,812,551
BA,2929602,Sapeaçu,,,,,,,,,,,2001,490,614,602,735,522
BA,2929701,Sátiro Dias,,,,,,,,,,,2001,330,527,524,736,379
BA,2929750,Saubara,,,,,,,,,,,2001,502,617,563,738,565
BA,2929800,Saúde,,,,,,,,,,,2001,424,549,546,685,442
BA,2929909,Seabra,3,,1,3,7.57,,,8.85,15.17,17.58,2001,458,635,588,761,572
BA,2930006,Sebastião Laranjeiras,,,,,,,,,,,2001,460,615,569,777,527
BA,2930105,Senhor do Bonfim,1,,,1,1.52,,,,3.13,,2001,524,666,638,773,599
BA,2930204,Sento Sé,,,,,,,,,,,2001,387,585,535,778,480
BA,2930154,Serra do Ramalho,,,,,,,,,,,2001,413,595,530,775,512
BA,2930303,Serra Dourada,,,,,,,,,,,2001,436,608,539,775,537
BA,2930402,Serra Preta,,,,,,,,,,,2001,383,566,541,732,459
BA,2930501,Serrinha,2,,1,2,2.79,,,4.49,5.64,9.01,2001,488,634,615,778,532
BA,2930600,Serrolândia,,,,,,,,,,,2001,447,590,560,721,508
BA,2930709,Simões Filho,1,,,1,1.04,,,,2.08,,2001,545,675,641,813,591
BA,2930758,Sítio do Mato,,,,,,,,,,,2001,389,564,455,774,509
BA,2930766,Sítio do Quinto,,,,,,,,,,,2001,359,533,552,695,395
BA,2930774,Sobradinho,,,,,,,,,,,2001,524,631,605,748,555
BA,2930808,Souto Soares,1,,1,1,6.97,,,24.55,13.63,46.79,2001,397,592,533,734,530
BA,2930907,Tabocas do Brejo Velho,,,,,,,,,,,2001,446,584,530,764,492
BA,2931004,Tanhaçu,1,,1,1,4.94,,,16.76,9.74,31.96,2001,439,577,565,772,440
BA,2931053,Tanque Novo,,,,,,,,,,,2001,415,599,583,778,474
BA,2931103,Tanquinho,,,,,,,,,,,2001,492,597,567,768,488
BA,2931202,Taperoá,1,,1,1,6.06,,,20.84,11.85,40.21,2001,381,566,566,754,426
BA,2931301,Tapiramutá,,,,,,,,,,,2001,395,594,589,752,473
BA,2931350,Teixeira de Freitas,1,,,1,0.91,,,,1.84,,2001,539,685,683,800,588
BA,2931400,Teodoro Sampaio,,,,,,,,,,,2001,474,594,567,774,477
BA,2931509,Teofilândia,,,,,,,,,,,2001,377,566,571,737,431
BA,2931608,Teolândia,1,1,,,7.96,16.33,,,,,2001,342,555,541,756,418
BA,2931707,Terra Nova,1,,,1,7.73,,,,15.81,,2001,463,578,581,700,474
BA,2999919,Trancoso,,,,,,,,,,,2001,,,,,
BA,2931806,Tremedal,1,,,1,4.73,,,,9.45,,2001,352,528,545,749,360
BA,2931905,Tucano,1,,,1,1.94,,,,3.85,,2001,398,579,596,712,458
BA,2932002,Uauá,,,,,,,,,,,2001,421,605,554,747,535
BA,2932101,Ubaíra,,,,,,,,,,,2001,421,582,581,759,447
BA,2932200,Ubaitaba,,,,,,,,,,,2001,434,611,607,767,490
BA,2932309,Ubatã,,,,,,,,,,,2001,443,593,586,788,452
BA,2932408,Uibaí,,,,,,,,,,,2001,466,617,575,758,540
BA,2932457,Umburanas,,,,,,,,,,,2001,328,515,469,705,413
BA,2932507,Una,,,,,,,,,,,2001,366,560,584,710,424
BA,2932606,Urandi,,,,,,,,,,,2001,468,598,595,766,469
BA,2932705,Uruçuca,2,,,2,10.52,,,,20.64,,2001,438,616,607,758,507
BA,2932804,Utinga,,,,,,,,,,,2001,380,590,597,706,487
BA,2932903,Valença,4,1,2,3,5.08,2.52,,8.47,7.68,16.89,2001,489,623,619,778,502
BA,2933000,Valente,,,,,,,,,,,2001,490,637,623,729,568
BA,2933059,Várzea da Roça,,,,,,,,,,,2001,370,539,539,775,374
BA,2933109,Várzea do Poço,,,,,,,,,,,2001,461,575,581,707,462
BA,2933158,Várzea Nova,,,,,,,,,,,2001,394,555,543,685,460
BA,2933174,Varzedo,,,,,,,,,,,2001,418,586,581,753,461
BA,2933208,Vera Cruz,1,,,1,3.26,,,,6.45,,2001,521,645,632,817,520
BA,2933257,Vereda,,,,,,,,,,,2001,405,577,568,777,436
BA,2999949,Villa Verde,,,,,,,,,,,2001,,,,,
BA,2933307,Vitória da Conquista,10,3,4,7,3.74,2.19,,4.88,5.39,10.01,2001,538,678,681,788,581
BA,2933406,Wagner,,,,,,,,,,,2001,456,587,573,737,479
BA,2933455,Wanderley,,,,,,,,,,,2001,397,600,569,764,498
BA,2933505,Wenceslau Guimarães,,,,,,,,,,,2001,372,544,558,752,383
BA,2933604,Xique-Xique,2,1,1,1,4.43,4.41,16.18,7.98,4.45,,2001,416,585,563,741,479
CE,2300101,Abaiara,,,,,,,,,,,2001,452,628,540,748,612
CE,2300150,Acarapé,,,,,,,,,,,2001,490,606,559,709,562
CE,2300200,Acaraú,1,1,1,,2.02,4.08,14.87,7.26,,,2001,415,601,554,758,517
CE,2300309,Acopiara,3,1,1,2,6.41,4.28,,8.19,8.53,16.14,2001,412,595,563,724,517
CE,2300408,Aiuaba,1,,,1,6.86,,,,13.67,,2001,365,569,518,749,474
CE,2300507,Alcântaras,2,,1,2,20.69,,,42.21,42.74,88.97,2001,422,600,549,751,524
CE,2300606,Altaneira,,,,,,,,,,,2001,417,602,547,774,515
CE,2300705,Alto Santo,,,,,,,,,,,2001,438,601,563,774,499
CE,2300754,Amontada,2,,,2,6.02,,,,11.56,,2001,423,606,503,761,582
CE,2300804,Antonina do Norte,1,,1,1,15.00,,,61.96,31.85,137.93,2001,431,599,550,772,506
CE,2300903,Apuiarés,,,,,,,,,,,2001,431,618,536,741,593
CE,2301000,Aquiraz,2,,1,2,3.21,,,5.46,6.21,10.26,2001,499,641,608,788,550
CE,2301109,Aracati,3,,,3,4.81,,,,9.76,,2001,523,655,607,742,624
CE,2301208,Aracoiaba,,,,,,,,,,,2001,451,615,550,759,556
CE,2301257,Ararendá,1,,,1,9.91,,,,20.09,,2001,437,590,522,763,516
CE,2301307,Araripe,1,,1,1,5.04,,,19.06,10.16,37.86,2001,371,564,515,759,459
CE,2301406,Aratuba,,,,,,,,,,,2001,453,622,530,775,587
CE,2301505,Arneiroz,,,,,,,,,,,2001,419,618,565,740,564
CE,2301604,Assaré,,,,,,,,,,,2001,370,600,573,783,482
CE,2301703,Aurora,3,,1,3,11.74,,,14.70,23.64,28.74,2001,435,605,557,764,521
CE,2301802,Baixio,,,,,,,,,,,2001,452,627,563,763,575
CE,2301851,Banabuiú,,,,,,,,,,,2001,456,606,540,779,530
